MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Specification Sheet,Actual Image (Yes/No),REVIEW_REASON,CONFIDENCE_SCORE,NEEDS_REVIEW
,,,,,,,Abrasives,Sponges,Sanding Sponges,,DFBLBLOMFN01G,DFBLBLOMFN01G Diablo 220 Grit - Flat Edge Sanding Sponge,,,,Freud Inc (2435),GE Appliances,GE®,GE®,DFBLBLOMFN01G,,Abrasives>Sponges>Sanding Sponges,"GE Appliances, GE, Sanding Sponge, DFBLBLOMFN01G, Grit=220, Head Type=Flat",SANDING SPONGE 240V 30A 26IN 7.0 P220,GE DFBLBLOMFN01G Sanding Sponge,"GE, Sanding Sponge, 240 Voltage, 30 Amperage, 26 Width, 7.0 Capacity",Sanding Sponge,"Discover the GE® Sanding Sponge, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Sanding Sponge is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Sanding Sponge,,Sanding Sponge,Grit,220,,Head Type,Flat,,Voltage Rating,240,,Amperage Rating,30,,Capacity,7.0,,Width,26,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31191801,,,,,,,,,26,,,,,,,,,,85%,No
,,,,,,,Electrical,Wire,Tape,,1700-1PK-BB40,3/4x60' Vinyl Elect Tape,,,3M,3 M Co (5293),3M Company,3M®,3M®,1700-1PK-BB40,,Electrical>Wire>Tape,"3M Company, 3M, Electrical Tape, 1700-1PK-BB40, 3/4x60, Material=Vinyl",ELECTRICAL TAPE VINYL,3M 1700-1PK-BB40 Electrical Tape,"3M, Electrical Tape, 3/4 in Width, 60 in",Electrical Tape,"Discover the 3M® Electrical Tape, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Electrical Tape is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Electrical Tape,,Electrical Tape,Material,Vinyl,,Width,3/4 in,,length,60 in,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26121602,,,,,60 in,,,,3/4 in,,,,,,,,,,80%,No
,,,,,,,Building Materials,Caulks & Sealants,Sealants,,ASH-40-40-04,1.5x1.5x13' Legacy Emseal Tape,,,,Emseal Joint Systems Ltd (EMSJO),Emseal Joint Systems Ltd,Emseal Joint®,Emseal Joint®,ASH-40-40-04,,Building Materials & Hardscape>Caulks & Sealants>Sealants,"Emseal Joint Systems Ltd, Emseal Joint, Sealant Tape, ASH-40-40-04, 1.5x1.5x13",SEALANT TAPE 1.5X1.5X13,EMSEAL JOINT ASH-40-40-04 Sealant Tape,"EMSEAL JOINT, Sealant Tape, 3/2 in Width, 13 in Height, 3/2 in",Sealant Tape,"Discover the Emseal Joint® Sealant Tape, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Sealant Tape is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Sealant Tape,,Sealant Tape,Nominal Size,5,,Width,3/2 in,,length,3/2 in,,Height,13 in,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30131600,,,,,3/2 in,,13 in,,3/2 in,,,,,,,,,,75%,No
,,,,,,,Appliances,Kitchen Appliances,Built-In Dishwashers,,KDFM404KPS,KDFM404KPS Dishwasher SS,,,,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,KitchenAid®,KitchenAid®,KDFM404KPS,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Whirlpool Corporation, KitchenAid, Dishwasher, Kazak Series, KDFM404KPS",DISHWASHER SST 120V 15A 44DBA,KITCHENAID Kazak Series KDFM404KPS Dishwasher,"KITCHENAID, Dishwasher, Kazak Series, 120 Voltage, 15 Amperage, 24 Width, Stainless Steel Material, 44",Dishwasher,"Discover the KitchenAid® Dishwasher, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Dishwasher is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,,Dishwasher,Color,SS,,Type,Dishwasher,,Voltage Rating,120,,Amperage Rating,15,,Sound Level,44,,Width,24,,material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141501,,,,,,,,,24,,,,,,,,,,75%,No
,,,,,,,Appliances,Kitchen Appliances,Built-In Dishwashers,,PDSH4816AF,PDSH4816AF Dishwasher SS - Display Only,,,,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE®,PDSH4816AF,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Rheem Manufacturing, Frigidaire, Dishwasher, Professional Series, PDSH4816AF",DISHWASHER LEG 5 SST 120V 15A 47DBA,FRIGIDAIRE Professional Series PDSH4816AF Dishwasher,"FRIGIDAIRE, Dishwasher, Professional Series, 5 Wash Cycles, 120 Voltage, 15 Amperage, Leg Mounting, 24 Width, 24-1/4 Depth, Stainless Steel Material, 47, 50-1/4",Dishwasher,"Discover the FRIGIDAIRE® Dishwasher, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Dishwasher is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,,Dishwasher,Color,SS,,Type,Dishwasher,,Display Only,Display Only,,Voltage Rating,120,,Amperage Rating,15,,Sound Level,47,,Mounting Type,Leg,,Number of Wash Cycles,5,,Width,24,,Depth,24-1/4,,Depth With Door Open,50-1/4,,material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141501,,,,,,,,,24,,,,,,,,,,85%,No
,,,,,,,Appliances,Kitchen Appliances,Built-In Dishwashers,,PDT715SYVFS,PDT715SYVFS Ge Dishwasher SS,,,,Appliance Dealers Cooperative (APPDE),GE Appliances,GE®,GE®,PDT715SYVFS,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"GE Appliances, GE, Dishwasher, PDT715SYVFS, Color=SS, Type=Dishwasher",DISHWASHER SST 120V 15A 40DBA,GE PDT715SYVFS Dishwasher,"GE, Dishwasher, 120 Voltage, 15 Amperage, 24 Width, Stainless Steel Material, 40",Dishwasher,"Discover the GE® Dishwasher, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Dishwasher is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,,Dishwasher,Color,SS,,Type,Dishwasher,,Voltage Rating,120,,Amperage Rating,15,,Sound Level,40,,Width,24,,material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141501,,,,,,,,,24,,,,,,,,,,85%,No
,,,,,,,Appliances,Kitchen Appliances,Built-In Dishwashers,,LDPH5554D,LDPH5554D LG Dishwasher BSS,,,,Appliance Dealers Cooperative (APPDE),LG Electronics,LG®,LG®,LDPH5554D,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"LG Electronics, LG, Dishwasher, LDPH5554D, Color=BSS, Type=Dishwasher",DISHWASHER BSS 120V 10A 44DBA,LG LDPH5554D Dishwasher,"LG, Dishwasher, 120 Voltage, 10 Amperage, 24 Width, Stainless Steel Material, 44",Dishwasher,"Discover the LG® Dishwasher, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Dishwasher is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,,Dishwasher,Color,BSS,,Type,Dishwasher,,Voltage Rating,120,,Amperage Rating,10,,Sound Level,44,,Width,24,,material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141501,,,,,,,,,24,,,,,,,,,,85%,No
,,,,,,,Appliances,Kitchen Appliances,Built-In Dishwashers,,WDTS7024RZ,WDTS7024RZ Dishwasher SS - Display Only,,,,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool®,WDTS7024RZ,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Whirlpool Corporation, Whirlpool, Dishwasher, Eco Series, WDTS7024RZ, Built-in",DISHWASHER BLTN SST 120V 10A 41DBA,WHIRLPOOL Eco Series WDTS7024RZ Dishwasher,"WHIRLPOOL, Dishwasher, Eco Series, 120 Voltage, 10 Amperage, Built-in Mounting, 24 Width, 22-5/8 Depth, Stainless Steel Material, 41, 50-3/16",Dishwasher,"Discover the Whirlpool® Dishwasher, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Dishwasher is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,,Dishwasher,Color,SS,,Type,Dishwasher,,Display Only,Display Only,,Voltage Rating,120,,Amperage Rating,10,,Sound Level,41,,Mounting Type,Built-in,,Width,24,,Depth,22-5/8,,Depth With Door Open,50-3/16,,material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141501,,,,,,,,,24,,,,,,,,,,85%,No
,,,,,,,Appliances,Kitchen Appliances,Built-In Dishwashers,,PDD415PYYFS,PDD415PYYFS GE Dishwasher SS,,,,Appliance Dealers Cooperative (APPDE),GE Appliances,GE®,GE®,PDD415PYYFS,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"GE Appliances, GE, Dishwasher, Professional Series, PDD415PYYFS",DISHWASHER SST 120V 15A 47DBA,GE Professional Series PDD415PYYFS Dishwasher,"GE, Dishwasher, Professional Series, 120 Voltage, 15 Amperage, 24 Width, Stainless Steel Material, 47",Dishwasher,"Discover the GE® Dishwasher, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Dishwasher is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,,Dishwasher,Color,SS,,Type,Dishwasher,,Voltage Rating,120,,Amperage Rating,15,,Sound Level,47,,Width,24,,material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141501,,,,,,,,,24,,,,,,,,,,85%,No
,,,,,,,Appliances,Kitchen Appliances,Built-In Dishwashers,,KDTS424SBE,KDTS424SBE Kitchen Aid Dishwasher Bk,,,,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,KitchenAid®,KitchenAid®,KDTS424SBE,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Whirlpool Corporation, KitchenAid, Dishwasher, Kazak Series, KDTS424SBE",DISHWASHER BK 120V 15A 39DBA,KITCHENAID Kazak Series KDTS424SBE Dishwasher,"KITCHENAID, Dishwasher, Kazak Series, 120 Voltage, 15 Amperage, 24 Width, Stainless Steel Material, 39",Dishwasher,"Discover the KitchenAid® Dishwasher, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Dishwasher is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,,Dishwasher,Color,Bk,,Type,Dishwasher,,Voltage Rating,120,,Amperage Rating,15,,Sound Level,39,,Width,24,,material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141501,,,,,,,,,24,,,,,,,,,,75%,No
,,,,,,,Appliances,Kitchen Appliances,Built-In Dishwashers,,KDTS324SPS,KDTS324SPS Kitchen Aid Dishwasher SS,,,,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,KitchenAid®,KitchenAid®,KDTS324SPS,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Whirlpool Corporation, KitchenAid, Dishwasher, Kazak Series, KDTS324SPS",DISHWASHER SST 120V 15A 39DBA,KITCHENAID Kazak Series KDTS324SPS Dishwasher,"KITCHENAID, Dishwasher, Kazak Series, 120 Voltage, 15 Amperage, 24 Width, Stainless Steel Material, 39",Dishwasher,"Discover the KitchenAid® Dishwasher, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Dishwasher is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,,Dishwasher,Color,SS,,Type,Dishwasher,,Voltage Rating,120,,Amperage Rating,15,,Sound Level,39,,Width,24,,material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141501,,,,,,,,,24,,,,,,,,,,75%,No
,,,,,,,Appliances,Kitchen Appliances,Built-In Dishwashers,,KDPS624SJP,KDPS624SJP Dishwasher Juniper - Display Only,,,,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,KitchenAid®,KitchenAid®,KDPS624SJP,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Whirlpool Corporation, KitchenAid, Dishwasher, Kazak Series, KDPS624SJP",DISHWASHER 120V 15A 44DBA,KITCHENAID Kazak Series KDPS624SJP Dishwasher,"KITCHENAID, Dishwasher, Kazak Series, 120 Voltage, 15 Amperage, 24 Width, Stainless Steel Material, 44",Dishwasher,"Discover the KitchenAid® Dishwasher, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Dishwasher is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,,Dishwasher,Type,Dishwasher,,Display Only,Display Only,,Voltage Rating,120,,Amperage Rating,15,,Sound Level,44,,Width,24,,material,Stainless Steel,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141501,,,,,,,,,24,,,,,,,,,,75%,No
,,,,,,,Appliances,Kitchen Appliances,Built-In Dishwashers,,KDTS624SBE,KDTS624SBE Dishwasher BO Display Only,,,,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,KitchenAid®,KitchenAid®,KDTS624SBE,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Whirlpool Corporation, KitchenAid, Dishwasher, Kazak Series, KDTS624SBE",DISHWASHER BO 120V 15A 39DBA,KITCHENAID Kazak Series KDTS624SBE Dishwasher,"KITCHENAID, Dishwasher, Kazak Series, 120 Voltage, 15 Amperage, 24 Width, Stainless Steel Material, 39",Dishwasher,"Discover the KitchenAid® Dishwasher, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Dishwasher is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,,Dishwasher,Color,BO,,Type,Dishwasher,,Display Only,Display Only,,Voltage Rating,120,,Amperage Rating,15,,Sound Level,39,,Width,24,,material,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141501,,,,,,,,,24,,,,,,,,,,75%,No
,,,,,,,Appliances,Heating & Cooling,Heaters,,D519127,D519127 Heater Kit,,,,V & V Appliance Parts Inc (VVAPP),V & V Appliance Parts Inc,V & V Appliance Parts®,V & V Appliance Parts®,D519127,,Appliances & Consumer Electronics>Heating & Cooling>Heaters,"V & V Appliance Parts Inc, V & V Appliance Parts, Heater Kit, D519127",HEATER KIT,V & V APPLIANCE PARTS D519127 Heater Kit,"V & V APPLIANCE PARTS, Heater Kit",Heater Kit,"Discover the V & V Appliance Parts® Heater Kit, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Heater Kit is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Heater Kit,,Heater Kit,Pack Type,Kit,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141701,,,,,,,,,,,,,,,,,,Short Description,65%,No
,,,,,,,Appliances,Kitchen Appliances,Dryers,,DF7004WE,DF7004WE Speed Queen Elect Dryer Wh,,,,Appliance Dealers Cooperative (APPDE),Alliance Laundry Systems,Speed Queen®,Speed Queen®,DF7004WE,,Appliances & Consumer Electronics>Kitchen Appliances>Dryers,"Alliance Laundry Systems, Speed Queen, Dryer, DF7004WE, Color=Wh, Type=Dryer",DRYER WH 240V 30A,SPEED QUEEN DF7004WE Dryer,"SPEED QUEEN, Dryer, 240 Voltage, 30 Amperage, 26 Width, 7.0 Capacity",Dryer,"Discover the Speed Queen® Dryer, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Dryer is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Dryer,,Dryer,Color,Wh,,Type,Dryer,,Voltage Rating,240,,Amperage Rating,30,,Capacity,7.0,,Width,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141602,,,,,,,,,26,,,,,,,,,,85%,No
,,,,,,,Appliances,Kitchen Appliances,Dryers,,DR7004BE,DR7004BE SQ Elect Dryer Bk,,,,Appliance Dealers Cooperative (APPDE),Alliance Laundry Systems,Speed Queen®,Speed Queen®,DR7004BE,,Appliances & Consumer Electronics>Kitchen Appliances>Dryers,"Alliance Laundry Systems, Speed Queen, Dryer, DR7004BE, Color=Bk, Type=Dryer",DRYER BK 240V 30A,SPEED QUEEN DR7004BE Dryer,"SPEED QUEEN, Dryer, 240 Voltage, 30 Amperage, 26 Width, 7.0 Capacity",Dryer,"Discover the Speed Queen® Dryer, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Dryer is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Dryer,,Dryer,Color,Bk,,Type,Dryer,,Voltage Rating,240,,Amperage Rating,30,,Capacity,7.0,,Width,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141602,,,,,,,,,26,,,,,,,,,,85%,No
,,,,,,,Appliances,Kitchen Appliances,Dryers,,DV2000WE,DV2000WE SQ Elect Dryer Wh,,,,Appliance Dealers Cooperative (APPDE),Alliance Laundry Systems,Speed Queen®,Speed Queen®,DV2000WE,,Appliances & Consumer Electronics>Kitchen Appliances>Dryers,"Alliance Laundry Systems, Speed Queen, Dryer, DV2000WE, Color=Wh, Type=Dryer",DRYER WH 240V 30A,SPEED QUEEN DV2000WE Dryer,"SPEED QUEEN, Dryer, 240 Voltage, 30 Amperage, 27 Width, 7.4 Capacity",Dryer,"Discover the Speed Queen® Dryer, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Dryer is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Dryer,,Dryer,Color,Wh,,Type,Dryer,,Voltage Rating,240,,Amperage Rating,30,,Capacity,7.4,,Width,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141602,,,,,,,,,27,,,,,,,,,,85%,No
